"","liczba_przypadkow","stan_rekordu_na","powiat_miasto"
"32293",18,"2021-02-15","Zabrze"
"32294",2,"2021-02-15","Żory"
"32295",7,"2021-02-15","buski"
"32296",5,"2021-02-15","jędrzejowski"
"32297",0,"2021-02-15","kazimierski"
"32298",11,"2021-02-15","kielecki"
"32299",3,"2021-02-15","konecki"
"32300",6,"2021-02-15","opatowski"
"32301",4,"2021-02-15","ostrowiecki"
"32302",2,"2021-02-15","pińczowski"
"32303",8,"2021-02-15","sandomierski"
"32304",2,"2021-02-15","skarżyski"
"32305",9,"2021-02-15","starachowicki"
"32306",2,"2021-02-15","staszowski"
"32307",0,"2021-02-15","włoszczowski"
"32308",14,"2021-02-15","Kielce"
"32309",36,"2021-02-15","bartoszycki"
"32310",9,"2021-02-15","braniewski"
"32311",15,"2021-02-15","działdowski"
"32312",5,"2021-02-15","elbląski"
"32313",21,"2021-02-15","ełcki"
"32314",10,"2021-02-15","giżycki"
"32315",15,"2021-02-15","iławski"
"32316",15,"2021-02-15","kętrzyński"
"32317",10,"2021-02-15","lidzbarski"
"32318",5,"2021-02-15","mrągowski"
"32319",13,"2021-02-15","nidzicki"
"32320",13,"2021-02-15","nowomiejski"
"32321",2,"2021-02-15","olecki"
"32322",112,"2021-02-15","olsztyński"
"32323",26,"2021-02-15","ostródzki"
"32324",33,"2021-02-15","piski"
"32325",44,"2021-02-15","szczycieński"
"32326",2,"2021-02-15","gołdapski"
"32327",8,"2021-02-15","węgorzewski"
"32328",23,"2021-02-15","Elbląg"
"32329",199,"2021-02-15","Olsztyn"
"32330",6,"2021-02-15","chodzieski"
"32331",12,"2021-02-15","czarnkowsko-trzcianecki"
"32332",39,"2021-02-15","gnieźnieński"
"32333",8,"2021-02-15","gostyński"
"32334",7,"2021-02-15","grodziski"
"32335",0,"2021-02-15","jarociński"
"32336",2,"2021-02-15","kaliski"
"32337",5,"2021-02-15","kępiński"
"32338",6,"2021-02-15","kolski"
"32339",4,"2021-02-15","koniński"
"32340",5,"2021-02-15","kościański"
"32341",10,"2021-02-15","krotoszyński"
"32342",1,"2021-02-15","leszczyński"
"32343",3,"2021-02-15","międzychodzki"
"32344",7,"2021-02-15","nowotomyski"
"32345",7,"2021-02-15","obornicki"
"32346",14,"2021-02-15","ostrowski"
"32347",4,"2021-02-15","ostrzeszowski"
"32348",9,"2021-02-15","pilski"
"32349",5,"2021-02-15","pleszewski"
"32350",61,"2021-02-15","poznański"
"32351",13,"2021-02-15","rawicki"
"32352",5,"2021-02-15","słupecki"
"32353",14,"2021-02-15","szamotulski"
"32354",10,"2021-02-15","średzki"
"32355",12,"2021-02-15","śremski"
"32356",3,"2021-02-15","turecki"
"32357",2,"2021-02-15","wągrowiecki"
"32358",6,"2021-02-15","wolsztyński"
"32359",3,"2021-02-15","wrzesiński"
"32360",3,"2021-02-15","złotowski"
"32361",8,"2021-02-15","Kalisz"
"32362",0,"2021-02-15","Konin"
"32363",2,"2021-02-15","Leszno"
"32364",83,"2021-02-15","Poznań"
"32365",4,"2021-02-15","białogardzki"
"32366",12,"2021-02-15","choszczeński"
"32367",11,"2021-02-15","drawski"
"32368",6,"2021-02-15","goleniowski"
"32369",5,"2021-02-15","gryficki"
"32370",12,"2021-02-15","gryfiński"
"32371",0,"2021-02-15","kamieński"
"32372",8,"2021-02-15","kołobrzeski"
"32373",5,"2021-02-15","koszaliński"
"32374",7,"2021-02-15","myśliborski"
"32375",18,"2021-02-15","policki"
"32376",9,"2021-02-15","pyrzycki"
"32377",6,"2021-02-15","sławieński"
"32378",19,"2021-02-15","stargardzki"
"32379",13,"2021-02-15","szczecinecki"
"32380",10,"2021-02-15","świdwiński"
"32381",4,"2021-02-15","wałecki"
"32382",23,"2021-02-15","łobeski"
"32383",3,"2021-02-15","Koszalin"
"32384",67,"2021-02-15","Szczecin"
"32385",3,"2021-02-15","Świnoujście"
"32386",8694,"2021-02-16","Cały kraj"
"32387",3,"2021-02-16","bolesławiecki"
"32388",6,"2021-02-16","dzierżoniowski"
"32389",9,"2021-02-16","głogowski"
"32390",3,"2021-02-16","górowski"
"32391",7,"2021-02-16","jaworski"
"32392",2,"2021-02-16","jeleniogórski"
"32393",12,"2021-02-16","kamiennogórski"
"32394",37,"2021-02-16","kłodzki"
"32395",3,"2021-02-16","legnicki"
"32396",8,"2021-02-16","lubański"
"32397",7,"2021-02-16","lubiński"
"32398",0,"2021-02-16","lwówecki"
"32399",1,"2021-02-16","milicki"
"32400",12,"2021-02-16","oleśnicki"
"32401",17,"2021-02-16","oławski"
"32402",12,"2021-02-16","polkowicki"
"32403",2,"2021-02-16","strzeliński"
"32404",9,"2021-02-16","średzki"
"32405",32,"2021-02-16","świdnicki"
"32406",12,"2021-02-16","trzebnicki"
"32407",10,"2021-02-16","wałbrzyski"
"32408",3,"2021-02-16","wołowski"
"32409",38,"2021-02-16","wrocławski"
"32410",1,"2021-02-16","ząbkowicki"
"32411",15,"2021-02-16","zgorzelecki"
"32412",2,"2021-02-16","złotoryjski"
"32413",7,"2021-02-16","Jelenia Góra"
"32414",14,"2021-02-16","Legnica"
"32415",124,"2021-02-16","Wrocław"
"32416",24,"2021-02-16","Wałbrzych"
"32417",3,"2021-02-16","aleksandrowski"
"32418",20,"2021-02-16","brodnicki"
"32419",35,"2021-02-16","bydgoski"
"32420",14,"2021-02-16","chełmiński"
"32421",29,"2021-02-16","golubsko-dobrzyński"
"32422",13,"2021-02-16","grudziądzki"
"32423",59,"2021-02-16","inowrocławski"
"32424",6,"2021-02-16","lipnowski"
"32425",10,"2021-02-16","mogileński"
"32426",17,"2021-02-16","nakielski"
"32427",5,"2021-02-16","radziejowski"
"32428",5,"2021-02-16","rypiński"
"32429",8,"2021-02-16","sępoleński"
"32430",40,"2021-02-16","świecki"
"32431",35,"2021-02-16","toruński"
"32432",11,"2021-02-16","tucholski"
"32433",14,"2021-02-16","wąbrzeski"
"32434",17,"2021-02-16","włocławski"
"32435",13,"2021-02-16","żniński"
"32436",106,"2021-02-16","Bydgoszcz"
"32437",32,"2021-02-16","Grudziądz"
"32438",72,"2021-02-16","Toruń"
"32439",18,"2021-02-16","Włocławek"
"32440",23,"2021-02-16","bialski"
"32441",29,"2021-02-16","biłgorajski"
"32442",7,"2021-02-16","chełmski"
"32443",1,"2021-02-16","hrubieszowski"
"32444",1,"2021-02-16","janowski"
"32445",3,"2021-02-16","krasnostawski"
"32446",4,"2021-02-16","kraśnicki"
"32447",9,"2021-02-16","lubartowski"
"32448",38,"2021-02-16","lubelski"
"32449",7,"2021-02-16","łęczyński"
"32450",16,"2021-02-16","łukowski"
"32451",12,"2021-02-16","opolski"
"32452",3,"2021-02-16","parczewski"
"32453",23,"2021-02-16","puławski"
"32454",1,"2021-02-16","radzyński"
"32455",7,"2021-02-16","rycki"
"32456",9,"2021-02-16","świdnicki"
"32457",18,"2021-02-16","tomaszowski"
"32458",10,"2021-02-16","włodawski"
"32459",12,"2021-02-16","zamojski"
"32460",18,"2021-02-16","Biała Podlaska"
"32461",8,"2021-02-16","Chełm"
"32462",86,"2021-02-16","Lublin"
"32463",14,"2021-02-16","Zamość"
"32464",38,"2021-02-16","gorzowski"
"32465",4,"2021-02-16","krośnieński"
"32466",12,"2021-02-16","międzyrzecki"
"32467",13,"2021-02-16","nowosolski"
"32468",3,"2021-02-16","słubicki"
"32469",6,"2021-02-16","strzelecko-drezdenecki"
"32470",6,"2021-02-16","sulęciński"
"32471",10,"2021-02-16","świebodziński"
"32472",10,"2021-02-16","zielonogórski"
"32473",8,"2021-02-16","żagański"
"32474",16,"2021-02-16","żarski"
"32475",0,"2021-02-16","wschowski"
"32476",84,"2021-02-16","Gorzów Wielkopolski"
"32477",35,"2021-02-16","Zielona Góra"
"32478",11,"2021-02-16","bełchatowski"
"32479",11,"2021-02-16","kutnowski"
"32480",5,"2021-02-16","łaski"
"32481",9,"2021-02-16","łęczycki"
"32482",17,"2021-02-16","łowicki"
"32483",20,"2021-02-16","łódzki wschodni"
"32484",11,"2021-02-16","opoczyński"
"32485",22,"2021-02-16","pabianicki"
"32486",5,"2021-02-16","pajęczański"
"32487",24,"2021-02-16","piotrkowski"
"32488",8,"2021-02-16","poddębicki"
"32489",9,"2021-02-16","radomszczański"
"32490",18,"2021-02-16","rawski"
"32491",12,"2021-02-16","sieradzki"
"32492",11,"2021-02-16","skierniewicki"
"32493",24,"2021-02-16","tomaszowski"
"32494",5,"2021-02-16","wieluński"
"32495",3,"2021-02-16","wieruszowski"
"32496",5,"2021-02-16","zduńskowolski"
"32497",32,"2021-02-16","zgierski"
"32498",4,"2021-02-16","brzeziński"
"32499",191,"2021-02-16","Łódź"
"32500",18,"2021-02-16","Piotrków Trybunalski"
"32501",3,"2021-02-16","Skierniewice"
"32502",6,"2021-02-16","bocheński"
"32503",3,"2021-02-16","brzeski"
"32504",28,"2021-02-16","chrzanowski"
"32505",13,"2021-02-16","dąbrowski"
"32506",7,"2021-02-16","gorlicki"
"32507",97,"2021-02-16","krakowski"
"32508",7,"2021-02-16","limanowski"
"32509",4,"2021-02-16","miechowski"
"32510",11,"2021-02-16","myślenicki"
"32511",6,"2021-02-16","nowosądecki"
"32512",5,"2021-02-16","nowotarski"
"32513",18,"2021-02-16","olkuski"
"32514",29,"2021-02-16","oświęcimski"
"32515",0,"2021-02-16","proszowicki"
"32516",17,"2021-02-16","suski"
"32517",21,"2021-02-16","tarnowski"
"32518",11,"2021-02-16","tatrzański"
"32519",37,"2021-02-16","wadowicki"
"32520",19,"2021-02-16","wielicki"
"32521",157,"2021-02-16","Kraków"
"32522",8,"2021-02-16","Nowy Sącz"
"32523",10,"2021-02-16","Tarnów"
"32524",2,"2021-02-16","białobrzeski"
"32525",46,"2021-02-16","ciechanowski"
"32526",5,"2021-02-16","garwoliński"
"32527",4,"2021-02-16","gostyniński"
"32528",52,"2021-02-16","grodziski"
"32529",23,"2021-02-16","grójecki"
"32530",14,"2021-02-16","kozienicki"
"32531",31,"2021-02-16","legionowski"
"32532",1,"2021-02-16","lipski"
"32533",1,"2021-02-16","łosicki"
"32534",2,"2021-02-16","makowski"
"32535",30,"2021-02-16","miński"
"32536",42,"2021-02-16","mławski"
"32537",22,"2021-02-16","nowodworski"
"32538",18,"2021-02-16","ostrołęcki"
"32539",14,"2021-02-16","ostrowski"
"32540",32,"2021-02-16","otwocki"
"32541",75,"2021-02-16","piaseczyński"
"32542",20,"2021-02-16","płocki"
"32543",1,"2021-02-16","płoński"
"32544",52,"2021-02-16","pruszkowski"
"32545",9,"2021-02-16","przasnyski"
"32546",5,"2021-02-16","przysuski"
"32547",28,"2021-02-16","pułtuski"
"32548",28,"2021-02-16","radomski"
"32549",5,"2021-02-16","siedlecki"
"32550",10,"2021-02-16","sierpecki"
"32551",28,"2021-02-16","sochaczewski"
"32552",1,"2021-02-16","sokołowski"
"32553",3,"2021-02-16","szydłowiecki"
"32554",41,"2021-02-16","warszawski zachodni"
"32555",9,"2021-02-16","węgrowski"
"32556",126,"2021-02-16","wołomiński"
"32557",26,"2021-02-16","wyszkowski"
"32558",3,"2021-02-16","zwoleński"
"32559",3,"2021-02-16","żuromiński"
"32560",25,"2021-02-16","żyrardowski"
"32561",10,"2021-02-16","Ostrołęka"
"32562",22,"2021-02-16","Płock"
"32563",34,"2021-02-16","Radom"
"32564",16,"2021-02-16","Siedlce"
"32565",480,"2021-02-16","Warszawa"
"32566",8,"2021-02-16","brzeski"
"32567",3,"2021-02-16","głubczycki"
"32568",16,"2021-02-16","kędzierzyńsko-kozielski"
"32569",16,"2021-02-16","kluczborski"
"32570",4,"2021-02-16","krapkowicki"
"32571",5,"2021-02-16","namysłowski"
"32572",4,"2021-02-16","nyski"
"32573",4,"2021-02-16","oleski"
"32574",6,"2021-02-16","opolski"
"32575",2,"2021-02-16","prudnicki"
"32576",5,"2021-02-16","strzelecki"
"32577",16,"2021-02-16","Opole"
"32578",5,"2021-02-16","bieszczadzki"
"32579",23,"2021-02-16","brzozowski"
"32580",13,"2021-02-16","dębicki"
"32581",23,"2021-02-16","jarosławski"
"32582",14,"2021-02-16","jasielski"
"32583",3,"2021-02-16","kolbuszowski"
"32584",22,"2021-02-16","krośnieński"
"32585",3,"2021-02-16","leżajski"
"32586",3,"2021-02-16","lubaczowski"
"32587",9,"2021-02-16","łańcucki"
"32588",16,"2021-02-16","mielecki"
"32589",11,"2021-02-16","niżański"
"32590",15,"2021-02-16","przemyski"
"32591",9,"2021-02-16","przeworski"
"32592",2,"2021-02-16","ropczycko-sędziszowski"
"32593",46,"2021-02-16","rzeszowski"
"32594",31,"2021-02-16","sanocki"
"32595",8,"2021-02-16","stalowowolski"
"32596",3,"2021-02-16","strzyżowski"
"32597",11,"2021-02-16","tarnobrzeski"
"32598",4,"2021-02-16","leski"
"32599",9,"2021-02-16","Krosno"
"32600",15,"2021-02-16","Przemyśl"
"32601",87,"2021-02-16","Rzeszów"
"32602",11,"2021-02-16","Tarnobrzeg"
"32603",3,"2021-02-16","augustowski"
"32604",67,"2021-02-16","białostocki"
"32605",13,"2021-02-16","bielski"
"32606",8,"2021-02-16","grajewski"
"32607",14,"2021-02-16","hajnowski"
"32608",28,"2021-02-16","kolneński"
"32609",17,"2021-02-16","łomżyński"
"32610",9,"2021-02-16","moniecki"
"32611",1,"2021-02-16","sejneński"
"32612",5,"2021-02-16","siemiatycki"
"32613",23,"2021-02-16","sokólski"
"32614",6,"2021-02-16","suwalski"
"32615",3,"2021-02-16","wysokomazowiecki"
"32616",6,"2021-02-16","zambrowski"
"32617",100,"2021-02-16","Białystok"
"32618",52,"2021-02-16","Łomża"
"32619",6,"2021-02-16","Suwałki"
"32620",4,"2021-02-16","bytowski"
"32621",7,"2021-02-16","chojnicki"
"32622",3,"2021-02-16","człuchowski"
"32623",59,"2021-02-16","gdański"
"32624",48,"2021-02-16","kartuski"
"32625",5,"2021-02-16","kościerski"
"32626",17,"2021-02-16","kwidzyński"
"32627",21,"2021-02-16","lęborski"
"32628",15,"2021-02-16","malborski"
"32629",13,"2021-02-16","nowodworski"
"32630",20,"2021-02-16","pucki"
"32631",35,"2021-02-16","słupski"
"32632",14,"2021-02-16","starogardzki"
"32633",14,"2021-02-16","tczewski"
"32634",59,"2021-02-16","wejherowski"
"32635",9,"2021-02-16","sztumski"
"32636",178,"2021-02-16","Gdańsk"
"32637",105,"2021-02-16","Gdynia"
"32638",46,"2021-02-16","Słupsk"
"32639",10,"2021-02-16","Sopot"
"32640",23,"2021-02-16","będziński"
"32641",47,"2021-02-16","bielski"
"32642",28,"2021-02-16","cieszyński"
"32643",11,"2021-02-16","częstochowski"
"32644",17,"2021-02-16","gliwicki"
"32645",12,"2021-02-16","kłobucki"
"32646",10,"2021-02-16","lubliniecki"
"32647",16,"2021-02-16","mikołowski"
"32648",12,"2021-02-16","myszkowski"
"32649",15,"2021-02-16","pszczyński"
"32650",9,"2021-02-16","raciborski"
"32651",8,"2021-02-16","rybnicki"
"32652",32,"2021-02-16","tarnogórski"
"32653",16,"2021-02-16","bieruńsko-lędziński"
"32654",15,"2021-02-16","wodzisławski"
"32655",30,"2021-02-16","zawierciański"
"32656",110,"2021-02-16","żywiecki"
"32657",23,"2021-02-16","Bielsko-Biała"
"32658",22,"2021-02-16","Bytom"
"32659",15,"2021-02-16","Chorzów"
"32660",39,"2021-02-16","Częstochowa"
"32661",29,"2021-02-16","Dąbrowa Górnicza"
"32662",46,"2021-02-16","Gliwice"
"32663",10,"2021-02-16","Jastrzębie-Zdrój"
"32664",15,"2021-02-16","Jaworzno"
"32665",59,"2021-02-16","Katowice"
"32666",15,"2021-02-16","Mysłowice"
"32667",9,"2021-02-16","Piekary Śląskie"
"32668",26,"2021-02-16","Ruda Śląska"
"32669",17,"2021-02-16","Rybnik"
"32670",17,"2021-02-16","Siemianowice Śląskie"
"32671",35,"2021-02-16","Sosnowiec"
"32672",7,"2021-02-16","Świętochłowice"
"32673",35,"2021-02-16","Tychy"
"32674",31,"2021-02-16","Zabrze"
"32675",11,"2021-02-16","Żory"
"32676",7,"2021-02-16","buski"
"32677",8,"2021-02-16","jędrzejowski"
"32678",6,"2021-02-16","kazimierski"
"32679",31,"2021-02-16","kielecki"
"32680",5,"2021-02-16","konecki"
"32681",4,"2021-02-16","opatowski"
"32682",13,"2021-02-16","ostrowiecki"
"32683",5,"2021-02-16","pińczowski"
"32684",12,"2021-02-16","sandomierski"
"32685",9,"2021-02-16","skarżyski"
"32686",4,"2021-02-16","starachowicki"
"32687",8,"2021-02-16","staszowski"
"32688",0,"2021-02-16","włoszczowski"
"32689",38,"2021-02-16","Kielce"
"32690",63,"2021-02-16","bartoszycki"
"32691",5,"2021-02-16","braniewski"
"32692",32,"2021-02-16","działdowski"
"32693",6,"2021-02-16","elbląski"
"32694",13,"2021-02-16","ełcki"
"32695",15,"2021-02-16","giżycki"
"32696",34,"2021-02-16","iławski"
"32697",36,"2021-02-16","kętrzyński"
"32698",10,"2021-02-16","lidzbarski"
"32699",12,"2021-02-16","mrągowski"
"32700",62,"2021-02-16","nidzicki"
"32701",23,"2021-02-16","nowomiejski"
"32702",4,"2021-02-16","olecki"
"32703",117,"2021-02-16","olsztyński"
"32704",48,"2021-02-16","ostródzki"
"32705",31,"2021-02-16","piski"
"32706",31,"2021-02-16","szczycieński"
"32707",7,"2021-02-16","gołdapski"
"32708",14,"2021-02-16","węgorzewski"
"32709",21,"2021-02-16","Elbląg"
"32710",211,"2021-02-16","Olsztyn"
"32711",8,"2021-02-16","chodzieski"
"32712",25,"2021-02-16","czarnkowsko-trzcianecki"
"32713",37,"2021-02-16","gnieźnieński"
"32714",8,"2021-02-16","gostyński"
"32715",3,"2021-02-16","grodziski"
"32716",5,"2021-02-16","jarociński"
"32717",5,"2021-02-16","kaliski"
"32718",8,"2021-02-16","kępiński"
"32719",6,"2021-02-16","kolski"
"32720",28,"2021-02-16","koniński"
"32721",7,"2021-02-16","kościański"
"32722",15,"2021-02-16","krotoszyński"
"32723",13,"2021-02-16","leszczyński"
"32724",3,"2021-02-16","międzychodzki"
"32725",45,"2021-02-16","nowotomyski"
"32726",8,"2021-02-16","obornicki"
"32727",19,"2021-02-16","ostrowski"
"32728",2,"2021-02-16","ostrzeszowski"
"32729",14,"2021-02-16","pilski"
"32730",16,"2021-02-16","pleszewski"
"32731",137,"2021-02-16","poznański"
"32732",7,"2021-02-16","rawicki"
"32733",3,"2021-02-16","słupecki"
"32734",3,"2021-02-16","szamotulski"
"32735",10,"2021-02-16","średzki"
"32736",13,"2021-02-16","śremski"
"32737",9,"2021-02-16","turecki"
"32738",6,"2021-02-16","wągrowiecki"
"32739",11,"2021-02-16","wolsztyński"
"32740",19,"2021-02-16","wrzesiński"
"32741",24,"2021-02-16","złotowski"
"32742",19,"2021-02-16","Kalisz"
"32743",12,"2021-02-16","Konin"
"32744",12,"2021-02-16","Leszno"
"32745",210,"2021-02-16","Poznań"
"32746",9,"2021-02-16","białogardzki"
"32747",4,"2021-02-16","choszczeński"
"32748",20,"2021-02-16","drawski"
"32749",24,"2021-02-16","goleniowski"
"32750",16,"2021-02-16","gryficki"
"32751",14,"2021-02-16","gryfiński"
"32752",3,"2021-02-16","kamieński"
"32753",18,"2021-02-16","kołobrzeski"
"32754",13,"2021-02-16","koszaliński"
"32755",21,"2021-02-16","myśliborski"
"32756",15,"2021-02-16","policki"
"32757",12,"2021-02-16","pyrzycki"
"32758",5,"2021-02-16","sławieński"
"32759",26,"2021-02-16","stargardzki"
"32760",34,"2021-02-16","szczecinecki"
"32761",10,"2021-02-16","świdwiński"
"32762",1,"2021-02-16","wałecki"
"32763",25,"2021-02-16","łobeski"
"32764",38,"2021-02-16","Koszalin"
"32765",104,"2021-02-16","Szczecin"
"32766",18,"2021-02-16","Świnoujście"
"32767",9073,"2021-02-17","Cały kraj"
"32768",14,"2021-02-17","bolesławiecki"
"32769",32,"2021-02-17","dzierżoniowski"
"32770",12,"2021-02-17","głogowski"
"32771",0,"2021-02-17","górowski"
"32772",6,"2021-02-17","jaworski"
"32773",6,"2021-02-17","jeleniogórski"
"32774",5,"2021-02-17","kamiennogórski"
"32775",33,"2021-02-17","kłodzki"
"32776",5,"2021-02-17","legnicki"
"32777",3,"2021-02-17","lubański"
"32778",11,"2021-02-17","lubiński"
"32779",3,"2021-02-17","lwówecki"
"32780",1,"2021-02-17","milicki"
"32781",16,"2021-02-17","oleśnicki"
"32782",16,"2021-02-17","oławski"
"32783",9,"2021-02-17","polkowicki"
"32784",1,"2021-02-17","strzeliński"
"32785",17,"2021-02-17","średzki"
"32786",25,"2021-02-17","świdnicki"
"32787",15,"2021-02-17","trzebnicki"
"32788",18,"2021-02-17","wałbrzyski"
"32789",5,"2021-02-17","wołowski"
"32790",39,"2021-02-17","wrocławski"
"32791",4,"2021-02-17","ząbkowicki"
"32792",10,"2021-02-17","zgorzelecki"
"32793",1,"2021-02-17","złotoryjski"
"32794",14,"2021-02-17","Jelenia Góra"
"32795",10,"2021-02-17","Legnica"
"32796",179,"2021-02-17","Wrocław"
"32797",32,"2021-02-17","Wałbrzych"
"32798",9,"2021-02-17","aleksandrowski"
"32799",9,"2021-02-17","brodnicki"
"32800",50,"2021-02-17","bydgoski"
"32801",34,"2021-02-17","chełmiński"
"32802",19,"2021-02-17","golubsko-dobrzyński"
"32803",10,"2021-02-17","grudziądzki"
"32804",78,"2021-02-17","inowrocławski"
"32805",9,"2021-02-17","lipnowski"
"32806",20,"2021-02-17","mogileński"
"32807",23,"2021-02-17","nakielski"
"32808",5,"2021-02-17","radziejowski"
"32809",11,"2021-02-17","rypiński"
"32810",6,"2021-02-17","sępoleński"
"32811",44,"2021-02-17","świecki"
"32812",52,"2021-02-17","toruński"
"32813",8,"2021-02-17","tucholski"
"32814",10,"2021-02-17","wąbrzeski"
"32815",17,"2021-02-17","włocławski"
"32816",44,"2021-02-17","żniński"
"32817",145,"2021-02-17","Bydgoszcz"
"32818",35,"2021-02-17","Grudziądz"
"32819",102,"2021-02-17","Toruń"
"32820",22,"2021-02-17","Włocławek"
"32821",11,"2021-02-17","bialski"
"32822",24,"2021-02-17","biłgorajski"
"32823",15,"2021-02-17","chełmski"
"32824",0,"2021-02-17","hrubieszowski"
"32825",1,"2021-02-17","janowski"
"32826",8,"2021-02-17","krasnostawski"
"32827",12,"2021-02-17","kraśnicki"
"32828",6,"2021-02-17","lubartowski"
"32829",31,"2021-02-17","lubelski"
"32830",6,"2021-02-17","łęczyński"
"32831",13,"2021-02-17","łukowski"
"32832",9,"2021-02-17","opolski"
"32833",6,"2021-02-17","parczewski"
"32834",11,"2021-02-17","puławski"
"32835",8,"2021-02-17","radzyński"
"32836",9,"2021-02-17","rycki"
"32837",19,"2021-02-17","świdnicki"
"32838",16,"2021-02-17","tomaszowski"
"32839",16,"2021-02-17","włodawski"
"32840",15,"2021-02-17","zamojski"
"32841",7,"2021-02-17","Biała Podlaska"
"32842",14,"2021-02-17","Chełm"
"32843",59,"2021-02-17","Lublin"
"32844",9,"2021-02-17","Zamość"
"32845",41,"2021-02-17","gorzowski"
"32846",8,"2021-02-17","krośnieński"
"32847",41,"2021-02-17","międzyrzecki"
"32848",13,"2021-02-17","nowosolski"
"32849",8,"2021-02-17","słubicki"
"32850",25,"2021-02-17","strzelecko-drezdenecki"
"32851",9,"2021-02-17","sulęciński"
"32852",10,"2021-02-17","świebodziński"
"32853",29,"2021-02-17","zielonogórski"
"32854",11,"2021-02-17","żagański"
"32855",14,"2021-02-17","żarski"
"32856",0,"2021-02-17","wschowski"
"32857",79,"2021-02-17","Gorzów Wielkopolski"
"32858",96,"2021-02-17","Zielona Góra"
"32859",6,"2021-02-17","bełchatowski"
"32860",5,"2021-02-17","kutnowski"
"32861",4,"2021-02-17","łaski"
"32862",3,"2021-02-17","łęczycki"
"32863",4,"2021-02-17","łowicki"
"32864",14,"2021-02-17","łódzki wschodni"
"32865",1,"2021-02-17","opoczyński"
"32866",6,"2021-02-17","pabianicki"
"32867",4,"2021-02-17","pajęczański"
"32868",11,"2021-02-17","piotrkowski"
"32869",6,"2021-02-17","poddębicki"
"32870",14,"2021-02-17","radomszczański"
"32871",11,"2021-02-17","rawski"
"32872",11,"2021-02-17","sieradzki"
"32873",6,"2021-02-17","skierniewicki"
"32874",10,"2021-02-17","tomaszowski"
"32875",3,"2021-02-17","wieluński"
"32876",4,"2021-02-17","wieruszowski"
"32877",9,"2021-02-17","zduńskowolski"
"32878",25,"2021-02-17","zgierski"
"32879",4,"2021-02-17","brzeziński"
"32880",134,"2021-02-17","Łódź"
"32881",12,"2021-02-17","Piotrków Trybunalski"
"32882",4,"2021-02-17","Skierniewice"
"32883",12,"2021-02-17","bocheński"
"32884",16,"2021-02-17","brzeski"
"32885",20,"2021-02-17","chrzanowski"
"32886",7,"2021-02-17","dąbrowski"
"32887",8,"2021-02-17","gorlicki"
"32888",37,"2021-02-17","krakowski"
"32889",4,"2021-02-17","limanowski"
"32890",5,"2021-02-17","miechowski"
"32891",4,"2021-02-17","myślenicki"
"32892",10,"2021-02-17","nowosądecki"
"32893",6,"2021-02-17","nowotarski"
"32894",7,"2021-02-17","olkuski"
"32895",20,"2021-02-17","oświęcimski"
"32896",2,"2021-02-17","proszowicki"
"32897",7,"2021-02-17","suski"
"32898",27,"2021-02-17","tarnowski"
"32899",5,"2021-02-17","tatrzański"
"32900",28,"2021-02-17","wadowicki"
"32901",19,"2021-02-17","wielicki"
"32902",137,"2021-02-17","Kraków"
"32903",18,"2021-02-17","Nowy Sącz"
"32904",28,"2021-02-17","Tarnów"
"32905",3,"2021-02-17","białobrzeski"
"32906",47,"2021-02-17","ciechanowski"
"32907",8,"2021-02-17","garwoliński"
"32908",6,"2021-02-17","gostyniński"
"32909",62,"2021-02-17","grodziski"
"32910",28,"2021-02-17","grójecki"
"32911",7,"2021-02-17","kozienicki"
"32912",43,"2021-02-17","legionowski"
"32913",2,"2021-02-17","lipski"
"32914",1,"2021-02-17","łosicki"
"32915",6,"2021-02-17","makowski"
"32916",27,"2021-02-17","miński"
"32917",61,"2021-02-17","mławski"
"32918",45,"2021-02-17","nowodworski"
"32919",24,"2021-02-17","ostrołęcki"
"32920",10,"2021-02-17","ostrowski"
"32921",18,"2021-02-17","otwocki"
"32922",85,"2021-02-17","piaseczyński"
"32923",22,"2021-02-17","płocki"
"32924",20,"2021-02-17","płoński"
"32925",51,"2021-02-17","pruszkowski"
"32926",29,"2021-02-17","przasnyski"
"32927",3,"2021-02-17","przysuski"
"32928",11,"2021-02-17","pułtuski"
"32929",23,"2021-02-17","radomski"
"32930",10,"2021-02-17","siedlecki"
"32931",7,"2021-02-17","sierpecki"
"32932",29,"2021-02-17","sochaczewski"
"32933",2,"2021-02-17","sokołowski"
"32934",2,"2021-02-17","szydłowiecki"
"32935",41,"2021-02-17","warszawski zachodni"
"32936",5,"2021-02-17","węgrowski"
"32937",108,"2021-02-17","wołomiński"
"32938",16,"2021-02-17","wyszkowski"
"32939",4,"2021-02-17","zwoleński"
"32940",5,"2021-02-17","żuromiński"
"32941",27,"2021-02-17","żyrardowski"
"32942",10,"2021-02-17","Ostrołęka"
"32943",33,"2021-02-17","Płock"
"32944",46,"2021-02-17","Radom"
"32945",21,"2021-02-17","Siedlce"
"32946",625,"2021-02-17","Warszawa"
"32947",9,"2021-02-17","brzeski"
"32948",9,"2021-02-17","głubczycki"
"32949",18,"2021-02-17","kędzierzyńsko-kozielski"
"32950",17,"2021-02-17","kluczborski"
"32951",9,"2021-02-17","krapkowicki"
"32952",12,"2021-02-17","namysłowski"
"32953",18,"2021-02-17","nyski"
"32954",7,"2021-02-17","oleski"
"32955",15,"2021-02-17","opolski"
"32956",2,"2021-02-17","prudnicki"
